Time,Speed,Target Speed,Throttle,Speed Breaker Detected
0.017,8.5,200,500,0
0.033,11.071,200,164.9375,0
0.05,14.0601395,200,181.36723529411765,0
0.067,16.952148967750002,200,177.14827373529414,0
0.084,19.775268695684876,200,174.5419408329853,0
0.101,22.529843357548167,200,171.9214379868596,0
0.11800000000000001,25.217603618837522,200,169.36846646050094,0
0.135,27.8401667134927,200,166.87721914207614,0
0.15200000000000002,30.399114307565878,200,164.44641241987446,0
0.16900000000000004,32.89598951301929,200,162.07456923927774,0
0.18600000000000005,35.33229802016462,200,159.76025988270595,0
0.20300000000000007,37.709508995293156,200,157.5020887235256,0
0.22000000000000008,40.02905596715675,200,155.29869401903463,0
0.2370000000000001,42.29233769140107,200,153.14874705677389,0
0.2540000000000001,44.500718994058126,200,151.0509513549391,0
0.27000000000000013,46.52228267306788,200,148.5980894351386,0
0.28700000000000014,48.63488628095416,200,147.53194180043286,0
0.30400000000000016,50.68906650039552,200,145.15157369585089,0
0.3210000000000002,52.693786293663365,200,143.26922697183582,0
0.3380000000000002,54.64985875351156,200,141.40997902025467,0
0.3550000000000002,56.55848373230461,200,139.59698695281736,0
0.3720000000000002,58.42081114819119,200,137.82791338889228,0
0.38900000000000023,60.23796409311799,200,136.10175527567174,0
0.40600000000000025,62.01103836149714,200,134.41746842180322,0
0.42300000000000026,63.74110316986001,200,132.77403731974073,0
0.4400000000000003,65.42920179861044,200,131.17047092319027,0
0.4560000000000003,66.97449602400626,200,129.29548998654448,0
0.4730000000000003,68.5893816641243,200,128.48052096012367,0
0.4900000000000003,70.15960814968324,200,126.66095468846977,0
0.5070000000000003,71.69202681758837,200,125.22207865749633,0
0.5240000000000004,73.18725920034461,200,123.80085945327883,0
0.5400000000000004,74.55600336039853,200,122.14013960354217,0
0.5570000000000004,75.98638806670567,200,121.41827852179581,0
0.5730000000000004,77.29119551778938,200,119.54365972608453,0
0.5900000000000004,78.65502965953156,200,118.87113550843503,0
0.6070000000000004,79.9811346961264,200,117.33369345299141,0
0.6240000000000004,81.27531050954543,200,116.1185563727123,0
0.6410000000000005,82.53808130088107,200,114.91829003922213,0
0.6580000000000005,83.77022168814183,200,113.74788695989645,0
0.6750000000000005,84.97247401573118,200,112.60583599638535,0
0.6920000000000005,86.14556331195057,200,111.49148972665309,0
0.7100000000000005,87.36097863771694,200,110.59585530966224,0
0.7270000000000005,88.47250291616685,200,109.06427040414667,0
0.7450000000000006,89.62816912350785,200,108.43992964369453,0
0.7620000000000006,90.68486750049135,200,106.97281261960686,0
0.7790000000000006,91.71956846037965,200,106.20719609661599,0
0.7960000000000006,92.72898441664555,200,105.23719342230183,0
0.8130000000000006,93.71392451620778,200,104.30214512374887,0
0.8300000000000006,94.67497243606637,200,103.38919283802093,0
0.8470000000000006,95.61270824295374,200,102.49841603493779,0
0.8640000000000007,96.52769739241405,200,101.62924526620104,0
0.8810000000000007,97.42049165143447,200,100.78115805034973,0
0.8980000000000007,98.29162940137188,200,99.95364288085841,0
0.9140000000000007,99.08907340824209,200,98.98606513007374,0
0.9310000000000007,99.9224298359884,200,98.56550304213965,0
0.9480000000000007,100.73274005378337,200,97.6265218471107,0
0.9650000000000007,101.52353967152214,200,96.88399459976081,0
0.9820000000000008,102.29514942901139,200,96.15057909983442,0
0.9990000000000008,103.04804263069714,200,95.43541010778495,0
1.0160000000000007,103.78267288353007,200,94.73756559963888,0
1.0330000000000006,104.4994832123584,200,94.05664990225543,0
1.0500000000000005,105.19890587400184,200,93.3922511146171,0
1.0660000000000005,105.83916099994362,200,92.61539830836242,0
1.0830000000000004,106.50824963814796,200,92.27773568846293,0
1.1000000000000003,107.15883484046496,200,91.52384260242751,0
1.1170000000000002,107.79375529191725,200,90.92767927036738,0
1.1330000000000002,108.37495914233862,200,90.22211829729434,0
1.1500000000000001,108.98233749168791,200,89.91561776818675,0
1.167,109.5729189681824,200,89.23125559846123,0
1.184,110.14928046066903,200,88.69007668918674,0
1.2009999999999998,110.71165573429764,200,88.15553867907619,0
1.2179999999999997,111.26038974939162,200,87.6342993432653,0
1.2349999999999997,111.79581311002744,200,87.12568667680254,0
1.2519999999999996,112.31824870768995,200,86.62941229986721,0
1.2689999999999995,112.82801158576073,200,86.14517600506738,0
1.2859999999999994,113.3254091464203,200,85.67268583167812,0
1.3029999999999993,113.81074133515361,200,85.2116568516398,0
1.3199999999999992,114.28430082167053,200,84.76181105092489,0
1.336999999999999,114.74637317639208,200,84.32287715916206,0
1.353999999999999,115.197237042658,200,83.89459048619157,0
1.3709999999999989,115.63716430475692,200,83.47669276244224,0
1.3879999999999988,116.06642025188067,200,83.06893198318743,0
1.4049999999999987,116.48526373810152,200,82.67106225657889,0
1.4219999999999986,116.89394733846889,200,82.28284365536656,0
1.4389999999999985,117.29271750131957,200,81.90404207221532,0
1.4559999999999984,117.68181469689338,200,81.53442907853136,0
1.4729999999999983,118.0614735623439,200,81.17378178671305,0
1.4889999999999983,118.40901525357512,200,80.7520924831232,0
1.5059999999999982,118.7722082800474,200,80.56880330162718,0
1.5229999999999981,119.12535731758257,200,80.15957693621063,0
1.539999999999998,119.47000325410745,200,79.8359690426081,0
1.556999999999998,119.80628587430147,200,79.5163322267017,0
1.5739999999999978,120.13441145349708,200,79.20464759571614,0
1.5909999999999977,120.45457768247313,200,78.90051331357465,0
1.6079999999999977,120.76697764012127,200,78.60375693818555,0
1.6249999999999976,121.07179971241577,200,78.31419895503126,0
1.6419999999999975,121.36922771613445,200,78.03166478083571,0
